Total score =,34133.0
1,25081,24225,24351,21566
2,25081,24411,24624
3,25081,23813,24041,25079
4,25081,24894,20174,25107
5,23871,24258,24673,20227
6,25081,23877,21866,20291
7,24752,23800,25133,25106
8,25081,23877,25079,20668
9,25081,25067,22536,22537
10,23595,25153,23011,24923
11,25081,25153,23496,25049
12,24250,24985,24760,25106
13,25081,24411,23755,24804
14,25081,25150,24221,24760
15,20048,20351,20663,25120
16,25081,24728,23602,25139
17,20086,22421,23996,20258
18,25081,23115,24499,24186
19,25081,20025,25064,20297
20,25081,24894,25151,23727
21,21707,24880,24978,25071
22,23550,25134,25153,23278
23,25141,24760,25101,23751
24,24002,24788,24789,25070
25,25148,24833,24806,22956
26,25081,25059,25158,20299
27,24900,24901,20668,24810
28,25081,20522,25082,23943
29,24411,23594,23479,24554
30,25081,25151,23479,25068
31,23765,24919,25105,24107
32,20151,20258,20302,20305
33,25081,20314,24547,24811
34,25082,23500,24920,20303
35,25081,23602,23853,20258
36,25081,24943,24810
37,25081,20063,22413,20126
38,20080,22567,23881,25103
39,23800,20151,20259,21369
40,23550,25097,25099,24107
41,25081,23595,20048,24669
42,24901,24630
43,20079,23765,20258,20260
44,23293,20522,20523,24550
45,20046,24119,22956,24627
46,20047,20126,23727,24671
47,25175,25074,25125,24555
48,25079,24938,21956,24554
49,25081,23462,24919,20260
50,20522,20524,20575,25126
51,25081,24900,24901,20258
52,24894,24919,23535,25110
53,20575,20047,23500,23853
54,25081,24894,24490,20260
55,25104,25105,25107,24813
56,24894,24919,25099,20297
57,25081,25082,23594,23479
58,25081,20259,20260,22826
59,25081,25126,23596,24607
60,25081,20046,23535,20226
61,24669,22956,20224,20258
62,25174,20314,24550,24551
63,25081,23594,24546,24550
64,20025,24045,24752,25106
65,24518,23285,23774,23097
66,20025,23015,24904,25148
67,23880,24045,23462,25043
68,20025,24752,24943,25069
69,21707,23880,24752,22536
70,22997,24351,23774,24386
71,24244,23818,24920,25049
72,20025,24894,24000,24386
73,25135,23609,25108,20258
74,21707,25047,25141,25089
75,24411,22994,24215,23756
76,20025,25174,23996,23818
77,25135,20382,23776
78,20025,22413,20046,20258
79,20064,23596,25097,22544
80,24740,25062,24607,20303
81,20099,25079,23756,24107
82,20025,23818,24923,25099
83,22023,22415,23790,24203
84,20178,24684,20291,24655
85,20025,23500,22826,24810
86,20025,24411,25151,21369
87,23877,20519,25153,20300
88,20025,23595,20151
89,20025,20663,25106,20668
90,20025,24752,22455,24555
91,24596,25175,20151,24551
92,20025,24372,20126,23727
93,20025,23207,24665,20258
94,25079,25098,22536,22537
95,24728,23790,25158,24107
96,20025,20300
97,20524,24919,20304,20305
98,20025,20994,23315,25098
99,20025,24400,25068,22536
100,20065,23087,20305,22826
101,20025,24512,25158,23496
102,24045,23479,25099,25102
103,20025,24900,24107,21956
104,21304,23535,20260,24943
105,20025,20151,23087,22537
106,23496,24920,23087,22956
107,23479,23765,23496,20314
108,20099,20428,24833,20259
109,20025,24203,24607,25124
110,20025,21304,24670,20259
111,20025,20080,20126,20258
112,20025,25174,23790,22956
113,20025,20524,23536,20260
114,20025,20519,25126,20260
115,20025,23535,24811,24812
116,25174,25134,24607,20291
117,24900,20080,24107,24630
118,20523,20524,24919,24655
119,20523,25158,20151,23774
120,20025,20486,20259,24547
121,20025,24411,24985,24810
122,21707,24411,25157,23943
123,21707,21198
124,23877,24250,25064,25065
125,21707,24250,24512,25039
126,23880,25047,24826,24923
127,23880,24752,25135,25070
128,21707,25039,23987,25067
129,21707,24411,24760,24655
130,21707,23880,24045,24752
131,24250,24289,24411,25059
132,21707,25151
133,23877,24045,24512,23462
134,21707,25074,24004,20300
135,21707,23442,25077,25078
136,23877,24045,24041,24215
137,23264,23576,25066,23790
138,23877,24518,23512,23871
139,22550,22551,23442,23937
140,23877,24752,24632,25067
141,23877,22834,24002,24974
142,24045,24250,24411,25153
143,23877,23744,24203,24387
144,23877,25047,25063,23774
145,24752,23560,22413,24945
146,24752,20522,22536,22537
147,23115,23996
148,24752,23536,20230
149,23877,25039,25104,25109
150,23877,22413,25126,24186
151,24250,24752,23442,24804
152,24736,24002,24387,20297
153,23877,25174,23115,23818
154,24250,24512,24919,25099
155,24411,24329,24490,25087
156,24512,22569,20994,25096
157,23877,24752,24610,25062
158,23877,20523,24736,20305
159,23877,24250,24752,25174
160,23877,20428,24002,25077
161,24736,25064,20225,20552
162,23877,24512,24272,24945
163,20519,24669,24607,21956
164,23085,23536,24630,24810
165,23877,20099,22993,23087
166,23877,20522,25082,20303
167,23877,20575,20576,22544
168,23877,20064,20302,20304
169,24900,24901,23996,24945
170,25153,25175,25079,22827
171,23877,25059,25097,25105
172,23877,24607,25098,24555
173,23877,25126,24671,24937
174,23877,24624,23496,24630
175,23877,23576,25134,24760
176,23877,20523,20047,20314
177,23877,20668,21369,22827
178,23791,22956,23535,23853
179,23880,24045,24765,25078
180,25157,23293,24258,24259
181,23880,24289
182,23880,24742,25063,24806
183,23880,20006,25150,23871
184,23880,24045,25074,20300
185,23880,24752,24746,25054
186,23880,24979,24041,23943
187,24607,20231,23112,25046
188,24045,25172,21727
189,24045,24611,24898,20260
190,24752,21543,25153,23911
191,24045,24250,24752,21493
192,24045,23818,20382,25069
193,25047,24833,23500,25079
194,24045,22835,24904,24670
195,24045,24512,20297,21956
196,24045,24512,20063,23776
197,24045,23550,25125,24550
198,25047,23790,24632,25124
199,23496,20259,23774,24547
200,25129,22544,25067,23322
201,20523,20524,24119,24645
202,21543,23800,24347,25111
203,24250,24752,24979,24034
204,24250,25082,23943,24919
205,24411,24919,20381,23277
206,24250,24978,25059,24347
207,24000,24746,25000
208,24289,23595,22544
209,24289,25089,24186
210,24289,25152,25039,22551
211,24289,23595,24000,20486
212,25075
213,24372,25153,25109,25110
214,22835,22963,23512,22544
215,25075,23442,23755
216,25174,23472,24115
217,24914,25092,25145,25069
218,24289,24987,25152,22314
219,20046,23512,23911,22537
220,24914,24746,21229
221,24289,24400,25069,24068
222,24512,24826,25153,23755
223,25157,25093,22826
224,25047,24894,25141,24945
225,23015,25069
226,25047,25151,25078
227,24881,24894
228,25075
229,24748,24919,25104
230,24833,23319,25097,25102
231,23270
232,22021,24742,20291,23987
233,24945,25085
234,20080,20576,22835
235,24899,25066,25120,25069
236,25075,25067,23852,24098
237,23111,25097,23285,20142
238,24806,24247,25052,25124
239,25047,25158,25055
240,21727,22956,25078
241,25129,24041
242,24289,25092,25093
243,24289,23594,20291,24021
244,24411,24826,25066,23319
245,24351,24655
246,24760,24004,24758,24947
247,24289,24765,25077
248,25129,25039,24923,22551
249,24000,23790,20302,20305
250,23594,23596,25172,25089
251,25093,24954,25000,25069
252,24411,25135,24225,24351
253,23987
254,23560,25062,23790,25158
255,24226
256,24289,23015,20299
257,25047
258,23015,25147,23319,25069
259,24914,20381,20382
260,25119,20259,23097,25068
261,24691,23319,25096,24184
262,22455,24247,25051,25102
263,24411,25157,25051,20291
264,24289,24000,25059,20381
265,25047,25157,25066,25089
266,24624,25146,24746,25145
267,24289,23550,24068,24763
268,24519,25148,24923,25078
269,22544,23442,23445
270,25146,24965,24655,24758
271,24807,25171,25038
272,24512,22755,25131,24115
273,24742,20151,24945
274,23560,24610,24898,25065
275,24512,23744,24624
276,22569,25136,25039,24186
277,24411,24475,24923,23987
278,24119,25146,23790,25099
279,24512,22397,24736,20576
280,20523,20524,24898,24899
281,24914,20994,20663,24098
282,24752,24742,23602,25145
283,24272,20047,23286,24521
284,20065,23550,24736,20668
285,25047,20064,20518,24540
286,24289,23747,25108,25067
287,24894,25097,24107,25068
288,24372,22993,23796,24924
289,25135,20967,23987,22537
290,23496,25106,25108,25067
291,24411,20382,24386,25067
292,22835,23800,24914,25133
293,24740,24742,23790,24760
294,25105,25068
295,24519,24521,25042,20304
296,20258,23755
297,24987,23480,24243,25108
298,24740,24760,25089,25145
