Total score =,55859.25
1,10016,15139,14037,14779
2,13761,15555,14982,15597
3,10016,13761,15139,14373
4,14999,15629,14977,13563
5,14999,14523,15602,10533
6,10016,15139,15533,14979
7,13761,15254,15555,15556
8,13761,15555,13343,15558
9,10016,15254,15555,15558
10,15598,15214,15595,15566
11,10016,13761,14718,15555
12,10016,15510,14605,14612
13,10016,13761,15556,14987
14,10016,13761,14999,12246
15,14362,15556,15584,15592
16,10016,13761,15540,14736
17,10016,13761,14355,15540
18,10016,15584,15589,14612
19,10016,15166,10373,15626
20,10016,13862,15385,12524
21,13862,14362,15555,13755
22,14363,14860,15254,15555
23,10016,14362,15555,14238
24,10016,15163,10373
25,10016,14432,14677,14679
26,10016,14375,15568,12964
27,10016,14999,15555,15556
28,15469,14432,14889,14890
29,10016,15555,14603
30,10016,15215,15532,15533
31,10052,10103,14357,14436
32,14262,13563,14740,15111
33,14037,15536,13322,14677
34
35,12408,15570,15576,15578
36,12408,14860,14497,15256
37,12408,15006,15261,15262
38,12408,15543,15570,15621
39,12408,15555,10202,15595
40,14362,10313,15568,14587
41,10686,14565,10596,12964
42,12408,10197,10396,14432
43,12408,14374,14603,15256
44,15556,15574,14979,15427
45,12408,10690,14379,14758
46,12408,15191,15193,15540
47,14362,10042,13322,10595
48,13997,15385,15122,15576
49,12408,10483,12054,10578
50,13537,14362,15555,14703
51,10232,15154,15427,10594
52,12408,14557,14188,14432
53,15597,15425,13297,10596
54,12408,15378,15322,14677
55,14791,15576,15579
56,15229,14374,14992,10533
57,12408,15427,15513
58,14860,15240,15511,14614
59,10042,10161,15193,14189
60,14860,13977,15298,15571
61,10194,15563,12893,13340
62,14362,14926,15154,14845
63,12408,10103,12256,15265
64,14036,14969,13548,15579
65,14982,15567
66,10159,10160,15534,10588
67,15469,10686,10373,15567
68,13537,14373,15163,12359
69,13537,14363,15197,14189
70,10008,15166,15595,13755
71,14363,13322,14679
72,12408,15306,10531,10606
73,12408,15322,10531,13755
74,12408,10316,14022,10483
75,12408,15166,15163,15564
76,13277,14865,10531,10532
77,15229,14037,15567,15560
78,12408,13089,15215,15268
79,14036,15269,10531
80,14362,14969,12359,10533
81,10050,14969,10194,10197
82,14362,15523,15526,15567
83,15523,14365,14642,15127
84,10042,10289,10290,10532
85,15229,10194,13483,10533
86,10008,15526,10533,10578
87,15623,15154
88,15563,15566,15125
89,12408,13774,15137
90,14791,10104
91,14043,10194,14189,15137
92,15564,13755,15128,15137
93,15420,15623,15565,15110
94,15533,15567,13755,10594
95,12408,10008,10588,15144
96,10194,10532,15135
97,12408,14373,13774,10606
98,15551,15532,14614,15142
99,12524,14743,15533,10479
100,15523,15551,15470,10596
101,12408,13483,10288,15600
102,15138,15146,15147,15148
103,10009,13424,15128
104,15632,12361,10532
105,12408,10102,14139,15382
106,14867,15298,14642,15196
107,15567,10594,12964,13437
108,10008,10195,15166,10478
109,12408,15403,14280,15566
110,12408,14576,15195,15148
111,15568,14022,15532,15516
112,12408,15228,10531
113,12408,10042,15122,10531
114,14362,14642,10312,15110
115,10042,14992,15237,15569
116,14356,15133
117,14036,13997,15385,14022
118,13089,10197,14779,15192
119,12408,15563,10588,10589
120,14189,10531,10533,10588
121,13483,14642,15566,10533
122,15381,15598,15146,15148
123,14940,10195,15533,15140
124,14860,15611,15154,15110
